0	-9.77561e-05	-0.000159175	-0.000111963	4.85624e-05	0.000318768	0.000705315	0.00122674	0.00190952	0.00278363	0.00387839	0.00521812	0.00681684	0.00867202	0.0107584	0.0130234	0.0153863	0.0177414	0.0199659	0.0219298	0.0235073	0.0245875	0.0250851	0.0249578	0.0241446	0.0226283	0.0204459	0.0176652	0.0143708	0.0106277	0.00653217	0.00216837	-0.00248636	-0.00710883	-0.0116283	-0.0160089	-0.0202192	-0.0242298	-0.028014	-0.031549	-0.0348162	-0.0378014	-0.0404944	-0.0428891	-0.0449827	-0.046776	-0.0482726	-0.0494789	-0.0504042	-0.0510606	-0.051465	-0.0516418	-0.0516319	-0.0514615	-0.0511326	-0.0506338	-0.0499735	-0.0491584	-0.0481973	-0.0471	-0.0458768	-0.0445383	-0.0430952	-0.0415582	-0.039938	-0.0382449	-0.0364895	-0.0346819	-0.0328321	-0.0309504	-0.0290465	-0.0271303	-0.0252116	-0.0233	-0.0214048	-0.0195352	-0.0177002	-0.0159082	-0.0141673	-0.0124851	-0.0108685	-0.00932371	-0.0078563	-0.00647094	-0.00517148	-0.00396084	-0.00284101	-0.00181293	-0.000876346	-2.9807e-05	0.000727025	0.00139489	0.00197804	0.00248097	0.00290688	0.00326333	0.00356119	0.0037981	0.00397608	0.0041056	0.00419731	0.00424924	0.00426403	0.00425286	0.0042282	0.00420811	0.00422169	0.00430403	0.00449051	0.00481282	0.00529364	0.00593942	0.00673086	0.00760983	0.00846204	0.00909471	0.00920409	0.00832654	0.00578621	0.000560085	-0.00865087	-0.0223265	-0.0413538	-0.066328	-0.0919973	-0	0	
0	0.000100601	0.00015566	0.000103455	-5.89524e-05	-0.00032757	-0.00071002	-0.00122658	-0.0019055	-0.00277793	-0.00387343	-0.0052157	-0.00681763	-0.00867553	-0.0107633	-0.0130282	-0.0153898	-0.017743	-0.0199657	-0.0219285	-0.0235057	-0.0245865	-0.0250852	-0.0249592	-0.0241471	-0.0226314	-0.020449	-0.0176679	-0.0143728	-0.0106288	-0.00653241	-0.00216792	0.00248729	0.00711	0.0116295	0.01601	0.0202202	0.0242306	0.0280147	0.0315497	0.034817	0.0378023	0.0404956	0.0428905	0.0449844	0.046778	0.0482748	0.0494814	0.0504067	0.0510633	0.0514675	0.0516442	0.0516341	0.0514636	0.0511346	0.0506357	0.0499754	0.0491603	0.0481994	0.0471022	0.0458791	0.0445406	0.0430975	0.0415604	0.03994	0.0382468	0.0364911	0.0346832	0.0328333	0.0309514	0.0290474	0.0271311	0.0252124	0.0233007	0.0214054	0.0195358	0.0177007	0.0159086	0.0141676	0.0124852	0.0108684	0.00932355	0.00785603	0.00647059	0.00517105	0.00396036	0.0028405	0.00181239	0.000875802	2.92574e-05	-0.000727574	-0.00139544	-0.00197858	-0.00248151	-0.00290741	-0.00326386	-0.0035617	-0.0037986	-0.00397655	-0.00410605	-0.00419775	-0.00424965	-0.00426441	-0.00425322	-0.00422855	-0.00420845	-0.00422204	-0.00430442	-0.00449096	-0.00481335	-0.00529428	-0.0059402	-0.00673178	-0.0076109	-0.00846325	-0.00909604	-0.0092055	-0.00832796	-0.00578757	-0.000561386	0.00864994	0.022326	0.0413537	0.0663281	0.0919974	0	0	
0	3.52858e-05	-0.000124338	-0.000555264	-0.00127541	-0.00229993	-0.00365934	-0.00539627	-0.007554	-0.0101633	-0.0132305	-0.0167287	-0.020592	-0.0247153	-0.0289576	-0.03315	-0.0371052	-0.0406285	-0.0435291	-0.04563	-0.0467767	-0.0468426	-0.0457276	-0.043399	-0.039971	-0.035585	-0.0303648	-0.0244246	-0.0178871	-0.0108034	-0.00327465	0.00466192	0.0124285	0.0201414	0.0277574	0.0352252	0.0424998	0.0495418	0.056317	0.0627956	0.0689518	0.0747641	0.0802145	0.0852885	0.0899746	0.0942642	0.098151	0.101631	0.104703	0.107367	0.109622	0.111464	0.112873	0.113847	0.11442	0.114665	0.114595	0.114211	0.113519	0.112528	0.111248	0.109689	0.10786	0.105775	0.103445	0.100882	0.0980993	0.0951101	0.0919284	0.0885684	0.0850451	0.0813744	0.0775727	0.0736572	0.069646	0.065558	0.0614129	0.0572313	0.0530343	0.0488438	0.044682	0.0405713	0.0365341	0.0325924	0.0287676	0.02508	0.0215483	0.0181896	0.0150187	0.0120484	0.00928713	0.00674052	0.00441229	0.00230148	0.000401209	-0.00129013	-0.00276282	-0.00403292	-0.00511325	-0.00602335	-0.00678246	-0.00739283	-0.00786976	-0.00824416	-0.00854758	-0.00881953	-0.00911615	-0.00950298	-0.0100379	-0.0107614	-0.0116823	-0.0127618	-0.0138985	-0.0149131	-0.0155317	-0.0153633	-0.0138797	-0.0105298	-0.0046796	0.00464415	0.0168624	0.0321659	0.0497006	0.065375	0.0635613	0	0	
0	-0.000158595	-0.000719809	-0.00169582	-0.00309163	-0.00492681	-0.00723161	-0.0100321	-0.0133342	-0.0171125	-0.0213035	-0.0258052	-0.0304805	-0.0351633	-0.0396659	-0.0437882	-0.0473265	-0.0500821	-0.0518709	-0.0525298	-0.0519207	-0.0499316	-0.0466787	-0.0423563	-0.0371043	-0.0310474	-0.0242927	-0.0169248	-0.00906529	-0.000702107	0.00783051	0.0161808	0.0245575	0.0329325	0.0412434	0.0494326	0.0574519	0.0652618	0.072829	0.0801259	0.0871292	0.0938196	0.100181	0.106201	0.111869	0.117176	0.122117	0.126687	0.130882	0.1347	0.138137	0.14119	0.143858	0.146137	0.148016	0.149453	0.15047	0.151114	0.151395	0.151318	0.150888	0.150113	0.148998	0.147552	0.14578	0.143691	0.141293	0.138595	0.135606	0.132336	0.128796	0.124996	0.120951	0.116674	0.11218	0.107485	0.102608	0.0975681	0.0923861	0.087085	0.0816893	0.0762247	0.0707189	0.0652005	0.0596996	0.054247	0.048874	0.0436122	0.0384929	0.0335463	0.0288009	0.0242825	0.0200147	0.0160182	0.0123103	0.00890206	0.00579372	0.00298552	0.000467448	-0.00175664	-0.0036691	-0.0052964	-0.00666801	-0.0078262	-0.00880069	-0.00963207	-0.0103864	-0.0111354	-0.0119315	-0.0128045	-0.0137431	-0.0146774	-0.0154653	-0.0158827	-0.0156099	-0.0141995	-0.011304	-0.00656577	0.000464633	0.00936432	0.0200333	0.0323262	0.0449432	0.0535902	0.0462719	0	0	
0	-0.000394943	-0.00140885	-0.00294191	-0.00495516	-0.00744519	-0.0104143	-0.0138477	-0.0177006	-0.0218943	-0.0263171	-0.030829	-0.0352678	-0.0394556	-0.0432051	-0.0463262	-0.0486322	-0.0499468	-0.0501121	-0.0489973	-0.0464948	-0.0428026	-0.0381518	-0.0326621	-0.0264195	-0.0195287	-0.0120695	-0.00411502	0.00431911	0.0126009	0.0208657	0.0291838	0.0375537	0.0459251	0.0542375	0.0624362	0.0704748	0.0783151	0.085926	0.0932819	0.100362	0.10715	0.113633	0.1198	0.125644	0.13116	0.136343	0.141191	0.145703	0.149879	0.153717	0.157218	0.160382	0.16321	0.165701	0.167857	0.169662	0.171087	0.172157	0.172885	0.173273	0.173324	0.173039	0.172421	0.171472	0.170194	0.168589	0.166661	0.164411	0.161844	0.158963	0.155774	0.152283	0.148495	0.14442	0.140067	0.135447	0.130572	0.125458	0.120119	0.114576	0.108848	0.102959	0.096934	0.0907999	0.0845868	0.0783261	0.0720515	0.0657982	0.0596027	0.0535022	0.047534	0.0417357	0.0361443	0.0307955	0.0257208	0.0209448	0.016491	0.0123807	0.00862824	0.00523095	0.00218167	-0.000531021	-0.0028778	-0.00487274	-0.00655914	-0.00799588	-0.00924185	-0.0103339	-0.0112989	-0.0121256	-0.0127466	-0.0130253	-0.0127532	-0.0116396	-0.00942272	-0.00588281	-0.000814921	0.00564296	0.0129738	0.0214204	0.0306792	0.039567	0.0445289	0.0363433	0	0	
0	-0.000607238	-0.00200642	-0.00397459	-0.0064134	-0.00928099	-0.0125433	-0.0161483	-0.0200162	-0.0240406	-0.0280919	-0.0320241	-0.0356794	-0.0388947	-0.0415049	-0.0433474	-0.0442646	-0.0441079	-0.0427449	-0.0400807	-0.0362228	-0.0315321	-0.0260627	-0.0199109	-0.0131091	-0.00578319	0.00209462	0.0100682	0.0179989	0.0260752	0.0342347	0.0424553	0.0507019	0.0589259	0.0670755	0.0751026	0.0829658	0.09063	0.0980668	0.105253	0.112171	0.118805	0.125144	0.131182	0.136911	0.142328	0.147432	0.152222	0.156699	0.160863	0.164718	0.168264	0.171505	0.174443	0.177083	0.179427	0.181478	0.183236	0.184679	0.185817	0.186658	0.187203	0.187454	0.187409	0.187069	0.186433	0.185499	0.184265	0.18273	0.180893	0.178753	0.176308	0.173558	0.170503	0.167144	0.163483	0.159523	0.15527	0.150728	0.145907	0.140815	0.135466	0.129874	0.124055	0.11803	0.11182	0.105452	0.0989525	0.0923527	0.0856859	0.0789876	0.0722956	0.0656497	0.059091	0.0526618	0.0464036	0.0403564	0.0345599	0.0290524	0.023867	0.0190259	0.0145503	0.0104641	0.00677329	0.00348196	0.000592903	-0.00187257	-0.00388637	-0.00549115	-0.00672315	-0.00758448	-0.0080344	-0.0079741	-0.00726	-0.00567775	-0.00318043	0.000431889	0.00493896	0.0100555	0.0158283	0.0222375	0.0290053	0.0352352	0.0381369	0.0300475	0	0	
0	-0.000748024	-0.00238863	-0.0045992	-0.00722485	-0.0101844	-0.0134125	-0.0168324	-0.0203482	-0.0238461	-0.0271989	-0.0302721	-0.0329283	-0.0350313	-0.0364486	-0.0370511	-0.036713	-0.0353109	-0.032726	-0.028843	-0.0242339	-0.0189219	-0.0129024	-0.00632387	0.000881942	0.00834983	0.0158487	0.0235609	0.0314101	0.039393	0.0474578	0.0555587	0.0636514	0.0716903	0.0796307	0.0874317	0.0950575	0.102478	0.109667	0.116606	0.123278	0.129671	0.135777	0.141589	0.147103	0.152316	0.15723	0.161843	0.166159	0.170179	0.173906	0.177345	0.180498	0.183371	0.185968	0.188293	0.190352	0.192148	0.193684	0.194947	0.19595	0.196695	0.197185	0.197421	0.197403	0.19713	0.196601	0.195814	0.194767	0.193456	0.191877	0.190028	0.187904	0.185501	0.182816	0.179846	0.176587	0.173037	0.169197	0.165065	0.160644	0.155937	0.15095	0.145691	0.14017	0.1344	0.128398	0.122182	0.115774	0.109201	0.102491	0.0956762	0.0887907	0.0818728	0.0749627	0.0681026	0.0613358	0.0547072	0.0482619	0.0420435	0.0360921	0.0304469	0.0251467	0.0202211	0.0157013	0.0116297	0.0080568	0.00502029	0.00256074	0.000702024	-0.00054646	-0.00115594	-0.00107588	-0.000216986	0.0013916	0.0037475	0.00669091	0.0101753	0.0140855	0.0183853	0.022995	0.0277049	0.0318943	0.0333976	0.0256763	0	0	
0	-0.000795287	-0.00250744	-0.00475837	-0.0073505	-0.0101695	-0.0131266	-0.0161317	-0.0190849	-0.0218773	-0.0243947	-0.0265225	-0.0281496	-0.0291709	-0.0294859	-0.0289945	-0.0275865	-0.0251272	-0.0214414	-0.0170095	-0.0118342	-0.00605788	0.000422152	0.00728004	0.0142359	0.0214905	0.0289687	0.0366484	0.04447	0.0523875	0.0603501	0.0683104	0.0762246	0.0840513	0.0917525	0.0992937	0.106645	0.113781	0.120681	0.127328	0.13371	0.139817	0.145643	0.151182	0.156433	0.161396	0.16607	0.170458	0.174562	0.178385	0.181933	0.185207	0.188215	0.190959	0.193445	0.195678	0.197663	0.199405	0.200909	0.202179	0.203207	0.204001	0.204567	0.204908	0.205025	0.20492	0.204594	0.204045	0.203273	0.202276	0.20105	0.199594	0.197902	0.19597	0.193792	0.191365	0.188681	0.185736	0.182525	0.179042	0.175283	0.171246	0.166929	0.162331	0.157455	0.152306	0.146889	0.141214	0.135295	0.129147	0.122791	0.116248	0.109547	0.102717	0.0957936	0.0888126	0.0818146	0.0748425	0.0679412	0.0611571	0.0545368	0.0481279	0.0419784	0.0361349	0.0306475	0.0255753	0.0209868	0.0169523	0.013552	0.0108591	0.00892461	0.00777657	0.0074396	0.00791668	0.00905814	0.0107604	0.0128801	0.0153391	0.0180543	0.0209519	0.0239405	0.0268772	0.0293621	0.0297286	0.0224461	0	0	
0	-0.000752207	-0.00237903	-0.00449669	-0.00688292	-0.00939837	-0.0119376	-0.0144042	-0.0167012	-0.0187303	-0.0203946	-0.0216019	-0.0222679	-0.0223164	-0.0216762	-0.0202682	-0.0179874	-0.0146768	-0.010236	-0.00524131	0.000489895	0.00666585	0.0130089	0.0197428	0.0267804	0.0340983	0.0416338	0.0493288	0.0571238	0.0649654	0.0728048	0.0805975	0.0883038	0.095888	0.103318	0.110566	0.117609	0.124425	0.131	0.137319	0.143375	0.14916	0.15467	0.159903	0.164859	0.169537	0.173941	0.178073	0.181936	0.185535	0.188874	0.191957	0.194791	0.197378	0.199726	0.201838	0.203721	0.205377	0.206813	0.208032	0.209036	0.209825	0.210405	0.210779	0.21095	0.210921	0.210694	0.210269	0.209648	0.20883	0.207815	0.2066	0.205183	0.203562	0.201731	0.199687	0.197424	0.194935	0.192215	0.189257	0.186054	0.182599	0.178887	0.174912	0.17067	0.166158	0.161376	0.156325	0.15101	0.145437	0.139617	0.133563	0.127295	0.120833	0.114202	0.107433	0.10056	0.093618	0.0866496	0.0796981	0.0728101	0.0660351	0.0594249	0.0530342	0.0469222	0.0411564	0.0358133	0.0309781	0.0267463	0.0232131	0.0204555	0.0185142	0.0173868	0.0170291	0.0173376	0.0181433	0.0192902	0.0206638	0.0221659	0.0237052	0.0251931	0.0265418	0.0275266	0.0269139	0.0199393	0	0	
0	-0.000639295	-0.00205905	-0.00391418	-0.0059765	-0.00809013	-0.010138	-0.0120212	-0.0136486	-0.0149345	-0.0157995	-0.0161724	-0.0159917	-0.0152024	-0.0137518	-0.0115591	-0.00847581	-0.00416053	0.000845972	0.00629601	0.0119756	0.0181312	0.0246705	0.0315804	0.0387917	0.046237	0.0538465	0.0615559	0.0693067	0.0770474	0.0847334	0.0923256	0.09979	0.107097	0.114223	0.121144	0.127843	0.134306	0.140522	0.146481	0.152179	0.15761	0.162775	0.167673	0.172304	0.176673	0.180781	0.184633	0.188233	0.191586	0.194696	0.19757	0.200211	0.202626	0.204819	0.206795	0.20856	0.210117	0.211472	0.212627	0.213589	0.214353	0.214924	0.215306	0.215502	0.215514	0.215346	0.214998	0.214472	0.21377	0.212892	0.211837	0.210604	0.209193	0.207601	0.205825	0.20386	0.201703	0.199348	0.196788	0.194017	0.191028	0.187812	0.184363	0.180672	0.176734	0.172543	0.168094	0.163385	0.158415	0.153189	0.14771	0.141988	0.136036	0.12987	0.123513	0.116988	0.110327	0.103563	0.0967355	0.0898862	0.0830626	0.0763161	0.0697029	0.063285	0.0571321	0.0513222	0.0459425	0.0410881	0.0368549	0.0333231	0.0305343	0.0284688	0.02705	0.0263034	0.0260308	0.0260645	0.0262669	0.0265208	0.0267234	0.0267903	0.0266721	0.0262745	0.0247274	0.0179334	0	0	
