0	0	0	0	0	0	0	0	0	0	0	0	
0.000307009	-0.000307921	1.07733e-05	-2.18236e-05	-8.54332e-06	-1.34393e-05	-3.2973e-05	-0.00016154	-0.000805541	-0.00411018	0.00545111	1.99455	
0.000654086	-0.000654798	-2.76431e-06	-6.79795e-05	-3.72145e-05	-4.58528e-05	-7.51422e-05	-0.000334662	-0.00148213	-0.00731599	0.0100167	1.98998	
0.00101281	-0.00101253	-1.05424e-05	-0.000121332	-7.04433e-05	-8.40799e-05	-0.000120065	-0.000504209	-0.00204274	-0.00966995	0.0136358	1.98636	
0.00138446	-0.00138427	-3.92993e-06	-0.000179383	-0.000102482	-0.000121893	-0.000162268	-0.000661299	-0.00248633	-0.0112015	0.0163032	1.9837	
0.00177101	-0.0017713	2.89631e-05	-0.000237998	-0.000126054	-0.00015255	-0.000197772	-0.000789853	-0.00287539	-0.0117576	0.0178795	1.98212	
0.0021335	-0.00213362	0.000126834	-0.0002751	-0.000117185	-0.000156561	-0.000210776	-0.000864268	-0.00354534	-0.0100027	0.0171788	1.98282	
0.00198628	-0.00198607	0.000259266	-0.000251053	-6.0115e-05	-0.000120343	-0.000179004	-0.000866236	-0.00365495	-0.0083444	0.0152029	1.9848	
0.00111808	-0.001118	6.00612e-05	-0.000148344	-6.0919e-05	-9.89623e-05	-0.000185758	-0.000891424	-0.00354568	-0.00641461	0.0124035	1.9876	
-0.000117168	0.000117055	-0.000261997	1.78509e-05	-6.18044e-05	-5.78777e-05	-0.000190127	-0.000880627	-0.0032125	-0.00419746	0.00872749	1.99127	
-0	0	0	0	0	0	0	0	0	0	0	2	
0	0	0	0	0	0	0	0	0	0	0	0	
